2001	Information 	Unknown 	2022-01-03 08:24:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:29:22 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:29:22 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:29:22 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:30:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:30:03 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:30:03 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:30:03 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:30:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:30:07 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:30:07 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:30:07 	The 'SELECT * FROM categories WHERE category =  ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:30:07 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:30:07 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:30:23 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:30:23 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:30:23 	The 'SELECT * FROM categories WHERE category =  ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:30:23 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:30:23 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:46:39 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:46:39 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:46:39 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:46:49 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:46:49 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:46:49 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:49 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:46:49 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:46:54 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:46:54 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:54 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:46:54 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:46:54 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:47:14 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:47:14 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:47:14 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:47:14 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:47:14 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:47:14 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:47:14 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:47:14 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:47:14 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:47:14 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:25:47 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:25:47 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:25:47 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:25:47 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:25:47 	The 'INSERT INTO printers (id, category, model, functions, image, description, description_ar, warrenty, warrenty_period) VALUES (?,?,?,?,?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:25:47 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:25:47 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 16:26:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:26:03 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:26:03 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:26:03 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:26:03 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:26:03 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:26:03 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:26:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:26:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:26:04 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:26:04 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:26:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:50:54 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 16:51:05 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:51:05 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:05 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:05 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:05 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:05 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:05 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:51:05 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:51:12 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:51:12 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:51:12 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:12 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:51:12 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:51:17 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:51:17 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:17 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:51:17 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:51:17 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:53:01 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:53:01 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:53:01 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:53:01 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:53:01 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:56:15 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:56:15 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:56:15 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:56:15 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:56:45 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:56:45 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:56:45 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:56:45 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:56:45 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:58:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:58:09 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:58:09 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:58:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:58:14 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 16:58:16 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:58:16 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:58:16 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:58:16 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:58:19 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:58:19 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:58:19 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:58:19 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:58:19 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:58:46 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:58:46 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:58:46 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:58:46 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:58:52 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:58:52 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:58:52 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:58:52 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:58:52 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 16:59:57 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 16:59:57 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 16:59:57 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 16:59:57 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:00:07 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:00:07 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:07 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:07 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:00:07 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:00:21 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:00:21 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:21 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:00:21 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:00:29 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:00:29 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:29 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:29 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:00:29 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:00:39 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:00:39 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:39 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:00:39 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:00:43 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:00:43 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:43 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:00:43 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:00:43 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:01:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:01:03 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:01:03 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:01:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:01:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:01:09 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:01:09 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:01:09 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:01:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:01:13 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:01:13 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:01:13 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:01:13 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:42:01 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 17:42:08 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:42:08 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:42:08 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:08 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:42:08 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:42:56 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:42:56 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:56 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:42:56 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:42:56 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:43:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:43:09 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:43:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:43:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:43:09 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:43:09 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:43:09 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:43:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:44:37 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:44:37 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:44:37 	The 'UPDATE printers SET category = ?, model = ?, functions = ?, description = ?, description_ar = ?, warrenty = ?, warrenty_period = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:44:37 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:44:37 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:44:37 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:44:37 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:44:37 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:44:45 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:44:45 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:44:45 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:44:45 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:44:45 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:52:07 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 17:52:15 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:52:15 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:52:15 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:52:15 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 17:52:50 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 17:52:50 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 17:52:50 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 17:52:50 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:38:36 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:38:36 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:38:36 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:36 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:38:36 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:38:45 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:38:45 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:45 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:38:45 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:38:54 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:38:54 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:38:54 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:38:54 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:39:47 	Connection established successfully with database 
2002	Information 	Unknown 	2022-01-06 18:39:47 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:39:47 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:39:47 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:39:47 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:39:47 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:43:13 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:43:13 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:43:13 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:43:13 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:43:17 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:43:17 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:43:17 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:43:17 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:44:53 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:44:53 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:44:53 	The 'SELECT model, image FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:44:53 	The 'UPDATE printers SET image = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:44:53 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 18:44:53 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 18:44:53 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 18:44:53 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 18:44:53 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:01:56 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 19:01:56 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:01:56 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:01:56 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 19:01:56 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:02:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:02:04 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:02:04 	The 'DELETE FROM printers WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-01-06 19:02:49 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:02:49 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:02:49 	The 'SELECT * FROM printers' query executed successfully 
